Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
4023,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4024,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4025,diabetes , fatigue, weight_loss, restlessness, lethargy
4026,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4027,bronchial asthma, fatigue, cough, high_fever, breathlessness
4028,hypertension , headache, chest_pain, dizziness, loss_of_balance
4029,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4030,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4031,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4032,jaundice,itching, vomiting, fatigue, weight_loss
4033,malaria, chills, vomiting, high_fever, sweating
4034,chicken pox,itching, skin_rash, fatigue, lethargy
4035,dengue, skin_rash, chills, joint_pain, vomiting
4036,typhoid, chills, vomiting, fatigue, high_fever
4037,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4038,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4039,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4040,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4041,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4042,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4043,tuberculosis, chills, vomiting, fatigue, weight_loss
4044,common cold, continuous_sneezing, chills, fatigue, cough
4045,pneumonia, chills, fatigue, cough, high_fever
4046,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4047,heart attack, vomiting, breathlessness, sweating, chest_pain
4048,varicose veins, fatigue, cramps, bruising, obesity
4049,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4050,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4051,hypoglycemia, vomiting, fatigue, anxiety, sweating
4052,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4053,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4054,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4055,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4056,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4057,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4058,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4059,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4060,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4061,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4062,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4063,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4064,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4065,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4066,diabetes , fatigue, weight_loss, restlessness, lethargy
4067,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4068,bronchial asthma, fatigue, cough, high_fever, breathlessness
4069,hypertension , headache, chest_pain, dizziness, loss_of_balance
4070,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4071,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4072,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4073,jaundice,itching, vomiting, fatigue, weight_loss
4074,malaria, chills, vomiting, high_fever, sweating
4075,chicken pox,itching, skin_rash, fatigue, lethargy
4076,dengue, skin_rash, chills, joint_pain, vomiting
4077,typhoid, chills, vomiting, fatigue, high_fever
4078,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4079,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4080,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4081,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4082,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4083,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4084,tuberculosis, chills, vomiting, fatigue, weight_loss
4085,common cold, continuous_sneezing, chills, fatigue, cough
4086,pneumonia, chills, fatigue, cough, high_fever
4087,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4088,heart attack, vomiting, breathlessness, sweating, chest_pain
4089,varicose veins, fatigue, cramps, bruising, obesity
4090,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4091,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4092,hypoglycemia, vomiting, fatigue, anxiety, sweating
4093,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4094,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4095,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4096,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4097,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4098,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4099,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4100,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4101,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4102,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4103,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4104,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4105,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4106,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4107,diabetes , fatigue, weight_loss, restlessness, lethargy
4108,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4109,bronchial asthma, fatigue, cough, high_fever, breathlessness
4110,hypertension , headache, chest_pain, dizziness, loss_of_balance
4111,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4112,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4113,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4114,jaundice,itching, vomiting, fatigue, weight_loss
4115,malaria, chills, vomiting, high_fever, sweating
4116,chicken pox,itching, skin_rash, fatigue, lethargy
4117,dengue, skin_rash, chills, joint_pain, vomiting
4118,typhoid, chills, vomiting, fatigue, high_fever
4119,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4120,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4121,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4122,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4123,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4124,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4125,tuberculosis, chills, vomiting, fatigue, weight_loss
4126,common cold, continuous_sneezing, chills, fatigue, cough
4127,pneumonia, chills, fatigue, cough, high_fever
4128,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4129,heart attack, vomiting, breathlessness, sweating, chest_pain
4130,varicose veins, fatigue, cramps, bruising, obesity
4131,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4132,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4133,hypoglycemia, vomiting, fatigue, anxiety, sweating
4134,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4135,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4136,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4137,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4138,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4139,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4140,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4141,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4142,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4143,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4144,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4145,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4146,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4147,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4148,diabetes , fatigue, weight_loss, restlessness, lethargy
4149,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4150,bronchial asthma, fatigue, cough, high_fever, breathlessness
4151,hypertension , headache, chest_pain, dizziness, loss_of_balance
4152,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4153,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4154,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4155,jaundice,itching, vomiting, fatigue, weight_loss
4156,malaria, chills, vomiting, high_fever, sweating
4157,chicken pox,itching, skin_rash, fatigue, lethargy
4158,dengue, skin_rash, chills, joint_pain, vomiting
4159,typhoid, chills, vomiting, fatigue, high_fever
4160,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4161,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4162,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4163,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4164,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4165,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4166,tuberculosis, chills, vomiting, fatigue, weight_loss
4167,common cold, continuous_sneezing, chills, fatigue, cough
4168,pneumonia, chills, fatigue, cough, high_fever
4169,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4170,heart attack, vomiting, breathlessness, sweating, chest_pain
4171,varicose veins, fatigue, cramps, bruising, obesity
4172,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4173,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4174,hypoglycemia, vomiting, fatigue, anxiety, sweating
4175,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4176,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4177,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4178,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4179,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4180,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4181,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4182,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4183,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4184,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4185,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4186,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4187,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4188,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4189,diabetes , fatigue, weight_loss, restlessness, lethargy
4190,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4191,bronchial asthma, fatigue, cough, high_fever, breathlessness
4192,hypertension , headache, chest_pain, dizziness, loss_of_balance
4193,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4194,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4195,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4196,jaundice,itching, vomiting, fatigue, weight_loss
4197,malaria, chills, vomiting, high_fever, sweating
4198,chicken pox,itching, skin_rash, fatigue, lethargy
4199,dengue, skin_rash, chills, joint_pain, vomiting
4200,typhoid, chills, vomiting, fatigue, high_fever
4201,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4202,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4203,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4204,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4205,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4206,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4207,tuberculosis, chills, vomiting, fatigue, weight_loss
4208,common cold, continuous_sneezing, chills, fatigue, cough
4209,pneumonia, chills, fatigue, cough, high_fever
4210,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4211,heart attack, vomiting, breathlessness, sweating, chest_pain
4212,varicose veins, fatigue, cramps, bruising, obesity
4213,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4214,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4215,hypoglycemia, vomiting, fatigue, anxiety, sweating
4216,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4217,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4218,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4219,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4220,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4221,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4222,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4223,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4224,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4225,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4226,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4227,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4228,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4229,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4230,diabetes , fatigue, weight_loss, restlessness, lethargy
4231,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4232,bronchial asthma, fatigue, cough, high_fever, breathlessness
4233,hypertension , headache, chest_pain, dizziness, loss_of_balance
4234,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4235,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4236,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4237,jaundice,itching, vomiting, fatigue, weight_loss
4238,malaria, chills, vomiting, high_fever, sweating
4239,chicken pox,itching, skin_rash, fatigue, lethargy
4240,dengue, skin_rash, chills, joint_pain, vomiting
4241,typhoid, chills, vomiting, fatigue, high_fever
4242,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4243,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4244,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4245,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4246,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4247,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4248,tuberculosis, chills, vomiting, fatigue, weight_loss
4249,common cold, continuous_sneezing, chills, fatigue, cough
4250,pneumonia, chills, fatigue, cough, high_fever
4251,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4252,heart attack, vomiting, breathlessness, sweating, chest_pain
4253,varicose veins, fatigue, cramps, bruising, obesity
4254,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4255,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4256,hypoglycemia, vomiting, fatigue, anxiety, sweating
4257,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4258,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4259,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4260,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4261,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4262,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4263,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4264,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4265,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4266,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4267,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4268,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4269,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4270,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4271,diabetes , fatigue, weight_loss, restlessness, lethargy
4272,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4273,bronchial asthma, fatigue, cough, high_fever, breathlessness
4274,hypertension , headache, chest_pain, dizziness, loss_of_balance
4275,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4276,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4277,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4278,jaundice,itching, vomiting, fatigue, weight_loss
4279,malaria, chills, vomiting, high_fever, sweating
4280,chicken pox,itching, skin_rash, fatigue, lethargy
4281,dengue, skin_rash, chills, joint_pain, vomiting
4282,typhoid, chills, vomiting, fatigue, high_fever
4283,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4284,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4285,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4286,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4287,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4288,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4289,tuberculosis, chills, vomiting, fatigue, weight_loss
4290,common cold, continuous_sneezing, chills, fatigue, cough
4291,pneumonia, chills, fatigue, cough, high_fever
4292,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4293,heart attack, vomiting, breathlessness, sweating, chest_pain
4294,varicose veins, fatigue, cramps, bruising, obesity
4295,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4296,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4297,hypoglycemia, vomiting, fatigue, anxiety, sweating
4298,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4299,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4300,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4301,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4302,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4303,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4304,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4305,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4306,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4307,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4308,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4309,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4310,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4311,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4312,diabetes , fatigue, weight_loss, restlessness, lethargy
4313,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4314,bronchial asthma, fatigue, cough, high_fever, breathlessness
4315,hypertension , headache, chest_pain, dizziness, loss_of_balance
4316,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4317,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4318,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4319,jaundice,itching, vomiting, fatigue, weight_loss
4320,malaria, chills, vomiting, high_fever, sweating
4321,chicken pox,itching, skin_rash, fatigue, lethargy
4322,dengue, skin_rash, chills, joint_pain, vomiting
4323,typhoid, chills, vomiting, fatigue, high_fever
4324,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4325,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4326,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4327,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4328,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4329,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4330,tuberculosis, chills, vomiting, fatigue, weight_loss
4331,common cold, continuous_sneezing, chills, fatigue, cough
4332,pneumonia, chills, fatigue, cough, high_fever
4333,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4334,heart attack, vomiting, breathlessness, sweating, chest_pain
4335,varicose veins, fatigue, cramps, bruising, obesity
4336,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4337,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4338,hypoglycemia, vomiting, fatigue, anxiety, sweating
4339,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4340,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4341,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4342,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4343,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4344,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4345,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4346,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4347,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4348,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4349,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4350,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4351,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4352,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4353,diabetes , fatigue, weight_loss, restlessness, lethargy
4354,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4355,bronchial asthma, fatigue, cough, high_fever, breathlessness
4356,hypertension , headache, chest_pain, dizziness, loss_of_balance
4357,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4358,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4359,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4360,jaundice,itching, vomiting, fatigue, weight_loss
4361,malaria, chills, vomiting, high_fever, sweating
4362,chicken pox,itching, skin_rash, fatigue, lethargy
4363,dengue, skin_rash, chills, joint_pain, vomiting
4364,typhoid, chills, vomiting, fatigue, high_fever
4365,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4366,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4367,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4368,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4369,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4370,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4371,tuberculosis, chills, vomiting, fatigue, weight_loss
4372,common cold, continuous_sneezing, chills, fatigue, cough
4373,pneumonia, chills, fatigue, cough, high_fever
4374,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4375,heart attack, vomiting, breathlessness, sweating, chest_pain
4376,varicose veins, fatigue, cramps, bruising, obesity
4377,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4378,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4379,hypoglycemia, vomiting, fatigue, anxiety, sweating
4380,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4381,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4382,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4383,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4384,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4385,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4386,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4387,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4388,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4389,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4390,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4391,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4392,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4393,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
4394,diabetes , fatigue, weight_loss, restlessness, lethargy
4395,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
4396,bronchial asthma, fatigue, cough, high_fever, breathlessness
4397,hypertension , headache, chest_pain, dizziness, loss_of_balance
4398,migraine, acidity, indigestion, headache, blurred_and_distorted_vision
4399,cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
4400,paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
4401,jaundice,itching, vomiting, fatigue, weight_loss
4402,malaria, chills, vomiting, high_fever, sweating
4403,chicken pox,itching, skin_rash, fatigue, lethargy
4404,dengue, skin_rash, chills, joint_pain, vomiting
4405,typhoid, chills, vomiting, fatigue, high_fever
4406,hepatitis a, joint_pain, vomiting, yellowish_skin, dark_urine
4407,hepatitis b,itching, fatigue, lethargy, yellowish_skin
4408,hepatitis c, fatigue, yellowish_skin, nausea, loss_of_appetite
4409,hepatitis d, joint_pain, vomiting, fatigue, yellowish_skin
4410,hepatitis e, joint_pain, vomiting, fatigue, high_fever
4411,alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
4412,tuberculosis, chills, vomiting, fatigue, weight_loss
4413,common cold, continuous_sneezing, chills, fatigue, cough
4414,pneumonia, chills, fatigue, cough, high_fever
4415,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
4416,heart attack, vomiting, breathlessness, sweating, chest_pain
4417,varicose veins, fatigue, cramps, bruising, obesity
4418,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
4419,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
4420,hypoglycemia, vomiting, fatigue, anxiety, sweating
4421,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
4422,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
4423,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
4424,acne, skin_rash, pus_filled_pimples, blackheads, scurring
4425,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
4426,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
4427,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
4428,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
4429,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
4430,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
4431,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
4432,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
4433,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
4434,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
